序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
657,002779,中坚科技,25.14,2.74,0.67,7957.0,19770413.5,3.72,25.18,24.27,24.35,24.47,3.09,0.67,36.17,4.89,3318480000.0,2977443959.0,0.28,0.2,-5.13,6.71
658,601006,大秦铁路,7.91,2.73,0.21,573849.0,451490268.0,4.03,7.96,7.65,7.71,7.7,3.43,0.39,8.04,0.91,117597673106.0,117597673106.0,0.0,0.0,18.95,18.41
659,300511,雪榕生物,7.97,2.71,0.21,248115.0,197317747.3,3.48,8.05,7.78,7.85,7.76,1.14,6.08,4.5,2.1,4009264251.0,3253444093.0,0.25,0.0,12.25,23.57
660,600836,上海易连,5.32,2.7,0.14,38689.0,20501425.0,3.67,5.35,5.16,5.17,5.18,1.51,0.58,726.37,3.11,3579046343.0,3539093143.0,0.38,0.19,-21.19,-16.09
661,600716,凤凰股份,3.8,2.7,0.1,54984.0,20835449.0,4.05,3.83,3.68,3.68,3.7,2.79,0.59,21.86,0.68,3557030242.0,3557030242.0,0.0,0.0,-9.31,-2.81
662,300464,星徽股份,6.08,2.7,0.16,53028.0,32043014.0,4.39,6.12,5.86,5.86,5.92,1.45,1.7,115.47,13.07,2244262824.0,1899785042.0,0.0,0.0,-8.16,0.66
663,002466,天齐锂业,73.18,2.69,1.92,282291.0,2081690516.72,2.88,74.85,72.8,73.5,71.26,1.54,1.91,6.16,2.27,120104595444.0,107910145009.0,0.08,0.16,-21.45,-7.36
664,603858,步长制药,22.11,2.69,0.58,124742.0,273985229.0,3.48,22.22,21.47,21.5,21.53,2.27,1.13,13.43,1.91,24454602881.0,24454602881.0,0.18,0.27,14.56,5.24
665,605319,无锡振华,14.89,2.69,0.39,6310.0,9397026.0,3.45,15.03,14.53,14.53,14.5,1.49,0.9,22.88,1.93,3478304000.0,1042300000.0,0.0,0.0,0.47,15.16
666,600196,复星医药,32.55,2.68,0.85,132331.0,428129058.0,2.24,32.72,32.01,32.01,31.7,1.79,0.62,22.03,1.92,86978697688.0,68931613843.0,0.03,0.15,-4.74,-7.63
667,601618,中国中冶,4.6,2.68,0.12,1454559.0,662331699.0,4.24,4.63,4.44,4.49,4.48,1.92,0.81,7.07,1.0,95328648182.0,82122048182.0,-0.22,0.22,36.5,44.65
668,601068,中铝国际,7.29,2.68,0.19,709718.0,510550641.0,9.72,7.49,6.8,6.85,7.1,1.89,2.77,1569.36,4.25,21571596002.0,18659415962.0,0.0,0.14,40.46,54.78
669,000531,穗恒运Ａ,6.92,2.67,0.18,57793.0,39567010.04,3.56,6.94,6.7,6.71,6.74,2.72,0.7,19.85,1.13,5688927737.0,5688927737.0,0.29,0.44,7.45,11.97
670,002155,湖南黄金,15.4,2.67,0.4,247109.0,382614033.7,3.13,15.74,15.27,15.5,15.0,2.27,2.06,43.48,3.11,18511407900.0,18509534382.0,0.0,0.06,-10.31,18.92
671,600831,广电网络,6.55,2.66,0.17,160188.0,103380249.0,4.55,6.56,6.27,6.3,6.38,1.36,2.25,155.43,1.23,4653838319.0,4653838319.0,0.15,0.77,6.5,11.39
672,603828,柯利达,3.09,2.66,0.08,56570.0,17422433.0,3.65,3.11,3.0,3.0,3.01,2.67,0.95,76.59,2.12,1841516888.0,1841453441.0,0.0,0.0,-11.97,-4.33
673,301188,力诺特玻,19.7,2.66,0.51,17489.0,34511607.0,5.37,20.13,19.1,19.31,19.19,1.48,1.16,49.93,3.15,4578477000.0,2969999718.0,0.25,0.41,5.57,44.64
674,601997,贵阳银行,5.8,2.65,0.15,586651.0,335754680.0,3.72,5.81,5.6,5.62,5.65,4.11,1.64,3.3,0.4,21205948841.0,20700353056.0,0.17,0.17,4.69,5.65
675,000663,永安林业,9.3,2.65,0.24,56088.0,52379231.48,3.31,9.46,9.16,9.22,9.06,3.03,1.83,14.44,3.25,3131160540.0,2848571707.0,0.11,0.54,-1.59,12.18
676,688033,天宜上佳,19.78,2.65,0.51,66731.0,132668511.0,5.55,20.2,19.13,19.2,19.27,1.35,1.19,61.29,2.15,11103868851.0,11103868851.0,0.0,-0.05,-16.72,-9.14
677,002930,宏川智慧,22.17,2.64,0.57,9324.0,20503821.46,2.87,22.2,21.58,21.7,21.6,1.17,0.22,36.42,4.36,10026096174.0,9513017771.0,0.09,0.23,9.86,15.47
678,000521,长虹美菱,7.4,2.64,0.19,440739.0,325225212.73,5.83,7.65,7.23,7.3,7.21,1.13,5.03,15.55,1.44,7621435491.0,6480985187.0,-0.27,-0.4,51.33,75.77
679,300819,聚杰微纤,13.65,2.63,0.35,8783.0,11937996.0,2.71,13.7,13.34,13.43,13.3,2.43,0.65,65.44,2.48,2036648250.0,1839504713.0,0.29,0.37,-8.08,-5.99
680,688679,通源环境,14.05,2.63,0.36,7063.0,9769528.0,3.87,14.08,13.55,13.68,13.69,0.89,1.18,-734.0,1.67,1850239934.0,838639934.0,-0.07,-0.14,16.4,29.97
681,000998,隆平高科,15.63,2.63,0.4,213506.0,334272286.86,4.33,15.9,15.24,15.26,15.23,3.78,1.65,30.17,3.89,20584245758.0,20256241127.0,-0.06,0.13,-15.6,-2.74
682,600150,中国船舶,26.59,2.62,0.68,945062.0,2504992871.0,6.64,27.19,25.47,25.62,25.91,1.42,2.11,682.84,2.61,118921880675.0,118921880675.0,0.08,-0.04,11.21,19.34
683,002266,浙富控股,3.92,2.62,0.1,172160.0,67601975.0,3.93,3.98,3.83,3.83,3.82,3.16,0.54,10.65,1.71,21049600171.0,12530823539.0,0.0,0.0,-5.31,0.26
684,002344,海宁皮城,5.1,2.62,0.13,198488.0,101263785.0,3.82,5.17,4.98,4.98,4.97,2.12,1.55,13.33,0.78,6541346496.0,6535471969.0,0.0,-0.2,13.08,8.74
685,688567,孚能科技,22.0,2.61,0.56,63023.0,140149280.0,6.95,22.78,21.29,21.42,21.44,2.11,0.78,-19.05,2.29,26788879942.0,17867198294.0,0.05,0.59,-14.56,-18.61
686,002122,天马股份,4.33,2.61,0.11,560755.0,238832218.32,5.69,4.38,4.14,4.22,4.22,1.46,2.83,38.45,3.97,8620986380.0,8582381403.0,0.0,-0.23,21.63,38.78
687,600267,海正药业,13.01,2.6,0.33,234325.0,304087142.0,4.42,13.14,12.58,12.6,12.68,0.79,2.15,16.53,1.95,15356877842.0,14211664708.0,0.0,0.0,13.82,18.06
688,000717,中南股份,2.76,2.6,0.07,185381.0,51002660.46,4.46,2.78,2.66,2.68,2.69,2.83,0.76,280.51,0.73,6689807204.0,6688919174.0,0.0,0.0,-5.48,-3.16
689,300150,世纪瑞尔,4.34,2.6,0.11,234022.0,102016850.5,5.67,4.46,4.22,4.24,4.23,1.25,4.55,652.65,1.67,2539360270.0,2233945287.0,0.0,0.0,8.5,20.22
690,601916,浙商银行,3.16,2.6,0.08,1397054.0,436695191.0,4.22,3.18,3.05,3.07,3.08,2.58,0.84,2.99,0.47,67209081818.0,52818441818.0,0.0,-0.32,7.12,7.48
691,600162,香江控股,1.98,2.59,0.05,195213.0,38213151.0,3.11,1.98,1.92,1.93,1.93,2.78,0.6,18.24,0.96,6471507482.0,6471507482.0,0.51,0.51,-0.5,5.88
692,000919,金陵药业,7.93,2.59,0.2,68084.0,53668527.0,3.88,7.96,7.66,7.69,7.73,2.06,1.35,23.25,1.33,4053308480.0,3992782018.0,-0.13,-0.13,-3.29,2.06
693,600719,大连热电,4.76,2.59,0.12,15745.0,7411616.0,3.45,4.76,4.6,4.65,4.64,0.86,0.39,-9.57,4.9,1925894096.0,1925894096.0,0.0,0.0,-13.61,-6.3
694,601718,际华集团,3.18,2.58,0.08,513210.0,161152566.0,2.9,3.18,3.09,3.1,3.1,3.06,1.17,145.79,0.82,13965381505.0,13965381505.0,0.95,1.27,2.58,9.28
695,600843,上工申贝,5.17,2.58,0.13,42227.0,21723887.0,4.37,5.2,4.98,5.05,5.04,3.37,0.9,26.21,1.13,3687070702.0,2425881514.0,-0.19,0.0,-2.08,4.23
696,002256,兆新股份,2.39,2.58,0.06,134438.0,31940923.0,3.86,2.41,2.32,2.32,2.33,1.47,0.96,-17.39,3.82,4498964374.0,3336511155.0,0.42,0.42,-12.77,0.0
697,300810,中科海讯,20.72,2.57,0.52,22643.0,46691445.5,4.85,20.98,20.0,20.0,20.2,1.65,1.99,-116.25,2.39,2445996000.0,2362172722.0,-0.19,-0.34,5.93,19.63
698,002337,赛象科技,5.18,2.57,0.13,105422.0,54143460.41,4.75,5.23,4.99,5.0,5.05,1.89,1.79,26.41,2.54,3049029585.0,3045822036.0,-0.19,-0.19,-4.78,15.88
699,603680,今创集团,9.18,2.57,0.23,12169.0,11112205.0,3.58,9.2,8.88,8.94,8.95,2.06,0.16,66.27,1.48,7194538281.0,7194538281.0,0.0,0.22,10.07,15.18
700,600811,东方集团,2.4,2.56,0.06,405043.0,97133212.0,2.99,2.42,2.35,2.35,2.34,3.38,1.11,22.74,0.48,8780987844.0,8780987844.0,-0.41,-0.41,-3.61,-1.64
701,300765,新诺威,12.8,2.56,0.32,100507.0,129337411.29,9.05,13.24,12.11,12.41,12.48,2.38,1.02,20.59,3.32,14985499571.0,12579840000.0,0.0,0.08,36.03,47.47
702,601588,北辰实业,2.01,2.55,0.05,157934.0,31510173.0,3.57,2.02,1.95,1.95,1.96,2.02,0.59,51.79,0.53,6767710200.0,5346600000.0,0.5,0.5,-2.43,-1.47
703,000590,启迪药业,8.85,2.55,0.22,18520.0,16280247.52,2.78,8.88,8.64,8.67,8.63,1.03,0.77,80.46,3.01,2119320713.0,2118479609.0,0.0,0.11,-4.12,-1.01
704,002107,沃华医药,6.84,2.55,0.17,75166.0,51040242.12,3.45,6.87,6.64,6.65,6.67,2.2,1.32,38.78,5.11,3948113664.0,3896177886.0,0.15,0.15,7.89,10.32
705,603596,伯特利,65.68,2.54,1.63,24894.0,163361245.0,5.6,66.94,63.35,64.5,64.05,1.3,0.61,39.25,6.36,27045978637.0,26931038637.0,-0.11,0.43,-20.95,-17.69
706,002197,证通电子,10.48,2.54,0.26,187934.0,195461407.02,2.54,10.53,10.27,10.35,10.22,1.78,3.52,105.1,2.53,6438523485.0,5599585170.0,0.1,0.38,-6.68,11.73
707,300719,安达维尔,12.1,2.54,0.3,50493.0,61298007.34,5.51,12.33,11.68,11.8,11.8,2.23,2.79,1206.74,3.17,3089683575.0,2191875760.0,-0.08,0.08,-9.09,6.98
708,301387,光大同创,41.99,2.54,1.04,16944.0,71727953.88,4.44,43.13,41.31,41.5,40.95,2.01,10.17,31.39,1.99,3191240000.0,699688482.0,0.0,0.07,-28.0,-28.0
709,300441,鲍斯股份,5.66,2.54,0.14,32685.0,18336503.67,3.44,5.67,5.48,5.5,5.52,1.52,0.52,27.1,2.25,3719693747.0,3581690824.0,0.35,0.35,-10.02,3.85
710,002035,华帝股份,7.28,2.54,0.18,129775.0,93970782.23,4.51,7.32,7.0,7.01,7.1,1.89,1.66,16.74,1.82,6170918339.0,5682207746.0,0.28,0.14,21.74,31.41
711,601890,亚星锚链,10.53,2.53,0.26,400400.0,422580729.0,4.67,10.75,10.27,10.33,10.27,1.58,4.17,42.84,3.05,10102482000.0,10102482000.0,0.29,0.57,13.23,19.25
712,002354,天娱数科,6.08,2.53,0.15,1272584.0,765893140.24,6.07,6.18,5.82,6.01,5.93,1.43,7.87,245.87,4.16,10059881786.0,9832855850.0,0.0,-0.33,20.4,55.5
713,000608,阳光股份,2.84,2.53,0.07,80529.0,22703478.5,2.89,2.85,2.77,2.77,2.77,2.12,1.07,-45.07,0.8,2129753798.0,2129753798.0,0.0,-0.35,-9.55,-15.73
714,603729,龙韵股份,14.62,2.52,0.36,12376.0,18020463.0,4.49,14.76,14.12,14.26,14.26,1.51,1.33,-80.17,4.07,1364601560.0,1364601560.0,0.07,0.0,2.81,10.17
715,603017,中衡设计,10.16,2.52,0.25,38743.0,39091802.0,3.63,10.21,9.85,9.88,9.91,2.77,1.4,23.93,1.94,2803202704.0,2803202704.0,0.1,0.0,0.79,10.92
716,688178,万德斯,18.71,2.52,0.46,2785.0,5172371.0,3.34,18.76,18.15,18.25,18.25,1.83,0.33,164.38,1.3,1595036406.0,1590309661.0,-0.11,0.21,-4.88,7.28
717,003023,彩虹集团,19.98,2.51,0.49,18013.0,35713973.2,2.77,19.99,19.45,19.5,19.49,1.9,3.5,18.39,1.46,2104725168.0,1027155356.0,0.15,0.1,-18.45,-14.14
718,000600,建投能源,6.12,2.51,0.15,177185.0,107573906.03,4.02,6.14,5.9,5.96,5.97,1.33,1.63,-19.44,1.14,10964753421.0,6671070051.0,-0.16,0.0,10.87,16.57
719,600382,ST广珠,4.9,2.51,0.12,58893.0,28676448.0,3.97,4.95,4.76,4.76,4.78,1.16,0.75,12.46,1.03,3865775694.0,3865775694.0,0.0,0.2,10.11,17.22
720,603939,益丰药房,51.06,2.51,1.25,42886.0,216809474.0,3.63,51.28,49.47,49.69,49.81,1.98,0.6,27.38,4.09,36850253726.0,36692212814.0,0.12,0.18,-10.07,-20.02
721,603357,设计总院,11.86,2.51,0.29,94910.0,111025098.0,4.49,11.93,11.41,11.5,11.57,1.63,2.09,11.21,1.7,5545455843.0,5390876398.0,0.25,0.59,21.39,30.62
722,000777,中核科技,12.28,2.5,0.3,71819.0,87653143.96,3.59,12.33,11.9,11.93,11.98,2.02,1.87,-139.77,2.65,4733873602.0,4708284956.0,0.0,0.08,9.64,18.42
723,688050,爱博医疗,220.99,2.5,5.39,5599.0,121741834.0,4.15,221.61,212.66,214.0,215.6,1.05,0.8,74.12,11.96,23243001585.0,15393442973.0,0.3,0.0,-5.57,-4.21
724,300266,兴源环境,3.69,2.5,0.09,231573.0,85568684.0,1.94,3.72,3.65,3.65,3.6,1.47,1.49,-18.03,4.65,5733548989.0,5733429433.0,-0.27,0.27,-2.12,15.31
725,002530,金财互联,8.24,2.49,0.2,210803.0,171165291.84,3.98,8.25,7.93,8.01,8.04,1.56,3.19,-179.83,4.72,6420592962.0,5439227766.0,0.12,0.49,1.1,13.81
726,002254,泰和新材,21.43,2.49,0.52,47520.0,102565317.0,5.74,22.0,20.8,20.94,20.91,1.57,1.11,34.1,2.66,18492696686.0,9144435010.0,0.09,0.23,-17.26,2.49
727,834021,流金科技,2.89,2.48,0.07,10445.0,3017260.49,4.61,2.95,2.82,2.85,2.82,2.67,0.44,29.36,1.39,910349951.0,684635119.0,0.35,0.35,-11.35,-2.36
728,600218,全柴动力,8.67,2.48,0.21,34235.0,29545340.0,3.78,8.72,8.4,8.41,8.46,3.16,0.83,29.49,1.21,3776651298.0,3577751302.0,-0.12,0.0,-6.17,-0.12
729,300606,金太阳,15.28,2.48,0.37,26030.0,39607297.5,6.71,15.69,14.69,14.69,14.91,1.12,2.24,1321.23,3.57,2141166536.0,1775454053.0,0.13,0.07,19.94,30.15
730,300285,国瓷材料,30.18,2.48,0.73,32869.0,99806239.0,5.33,30.8,29.23,29.3,29.45,1.27,0.41,61.33,5.06,30294996001.0,24240934719.0,0.0,0.03,-7.9,9.47
731,600061,国投资本,7.45,2.48,0.18,401284.0,296070464.0,3.71,7.47,7.2,7.23,7.27,3.02,0.62,13.82,0.98,47868531644.0,47868531644.0,0.27,0.13,8.92,16.59
732,000813,德展健康,3.32,2.47,0.08,249463.0,84051170.76,8.95,3.52,3.23,3.25,3.24,3.23,1.12,993.83,1.41,7391629620.0,7362206479.0,0.0,-0.3,-9.04,-10.51
733,300430,诚益通,14.96,2.47,0.36,23271.0,34411089.0,6.37,15.23,14.3,14.62,14.6,1.94,0.91,45.71,2.05,4086834076.0,3841261966.0,0.2,0.13,7.39,29.41
734,600892,大晟文化,5.85,2.45,0.14,109006.0,63113509.0,5.08,5.97,5.68,5.68,5.71,1.1,1.95,5690.21,18.3,3272865500.0,3272019286.0,0.17,0.69,10.8,10.8
735,600738,丽尚国潮,5.44,2.45,0.13,305888.0,167388280.0,5.08,5.59,5.32,5.34,5.31,2.06,4.02,42.2,2.14,4141663684.0,4138024106.0,0.55,0.55,-23.16,-24.44
736,601113,华鼎股份,3.77,2.45,0.09,71063.0,26581097.0,4.08,3.79,3.64,3.64,3.68,2.76,0.64,192.79,1.06,4162653892.0,4162653892.0,0.0,0.27,-3.33,2.17
737,002983,芯瑞达,22.68,2.44,0.54,39421.0,88923034.25,3.16,22.9,22.2,22.46,22.14,1.4,3.74,27.0,3.55,4177293120.0,2390877405.0,0.22,0.13,15.54,31.71
738,000676,智度股份,6.72,2.44,0.16,636522.0,428441545.28,4.57,6.9,6.6,6.66,6.56,3.19,5.04,44.21,2.44,8578126852.0,8481141520.0,0.0,0.3,12.37,27.03
739,002231,奥维通信,6.73,2.44,0.16,100505.0,67257158.7,4.72,6.76,6.45,6.6,6.57,2.17,3.41,261.67,6.63,2334300614.0,1984125254.0,0.3,0.3,-22.64,-18.62
740,603012,创力集团,5.89,2.43,0.14,108530.0,63528565.0,3.3,5.92,5.73,5.74,5.75,2.95,1.7,11.63,1.16,3837688400.0,3749338400.0,0.0,0.17,1.2,9.48
741,600578,京能电力,3.37,2.43,0.08,242064.0,81202279.0,3.34,3.39,3.28,3.28,3.29,2.22,0.36,13.84,1.06,22558050004.0,22558050004.0,0.0,0.3,0.9,3.69
742,603959,百利科技,9.69,2.43,0.23,81237.0,79061484.0,3.7,9.84,9.49,9.5,9.46,2.89,1.66,17.06,6.52,4750997232.0,4750997232.0,0.1,0.31,-12.94,-8.33
743,601177,杭齿前进,9.69,2.43,0.23,35357.0,33969364.0,3.81,9.75,9.39,9.45,9.46,1.88,0.88,14.78,1.78,3876581400.0,3876581400.0,0.1,0.1,10.11,18.6
744,301312,智立方,112.24,2.43,2.66,7340.0,83562705.8,8.56,117.58,108.2,110.4,109.58,1.29,7.17,40.75,4.06,4682401607.0,1148853958.0,0.12,0.29,-10.9,31.54
745,300103,达刚控股,6.33,2.43,0.15,24987.0,15657686.0,5.02,6.42,6.11,6.15,6.18,2.95,1.02,-30.45,2.79,2010414330.0,1553676010.0,-0.16,-0.16,-3.65,5.68
746,301331,恩威医药,41.79,2.43,0.99,16841.0,69488977.2,5.1,42.1,40.02,40.03,40.8,1.16,9.6,26.48,2.48,2931082023.0,732996600.0,-0.02,-0.14,0.46,5.11
747,837821,则成电子,8.45,2.42,0.2,486.0,405417.94,3.27,8.47,8.2,8.25,8.25,1.51,0.27,25.2,1.2,596509211.0,154306236.0,0.0,0.24,-7.65,-0.35
748,000982,中银绒业,1.69,2.42,0.04,423390.0,71204469.71,4.24,1.71,1.64,1.65,1.65,1.93,0.99,241.39,5.9,7202572220.0,7202572220.0,0.6,0.6,-11.05,-5.06
749,300008,天海防务,4.65,2.42,0.11,945342.0,440217204.44,5.73,4.73,4.47,4.5,4.54,2.11,6.61,220.37,4.38,8035335468.0,6654940830.0,0.22,-0.43,-1.27,18.32
750,600295,鄂尔多斯,14.8,2.42,0.35,43615.0,64181372.0,4.57,14.9,14.24,14.24,14.45,2.32,0.31,7.34,1.38,29587063261.0,20884663261.0,0.0,0.0,-11.69,-2.57
751,603071,物产环能,17.77,2.42,0.42,42707.0,75536370.0,4.15,17.97,17.25,17.34,17.35,2.91,1.8,8.04,2.04,9914850434.0,4223658860.0,-0.11,-0.06,3.55,9.83
752,300329,海伦钢琴,6.78,2.42,0.16,30221.0,20403946.0,3.47,6.81,6.58,6.6,6.62,2.1,1.2,124.12,1.86,1714585928.0,1709512122.0,0.15,-0.15,-14.18,-1.6
753,000963,华东医药,42.45,2.41,1.0,82963.0,350098588.1,3.09,42.9,41.62,41.8,41.45,1.48,0.47,24.65,3.86,74457102523.0,74275913188.0,0.31,0.26,-10.63,-9.29
754,002569,ST步森,5.52,2.41,0.13,12451.0,6886324.4,2.23,5.6,5.48,5.53,5.39,2.11,0.89,-96.8,5.06,794935200.0,771754236.0,-0.18,-0.18,-16.36,-14.55
755,300816,艾可蓝,25.91,2.41,0.61,11626.0,29916132.0,5.3,26.16,24.82,24.99,25.3,1.2,2.45,62.17,2.58,2077282430.0,1230404441.0,-0.19,-0.15,-10.84,6.19
756,000975,银泰黄金,13.17,2.41,0.31,338651.0,450102458.74,3.5,13.52,13.07,13.36,12.86,1.44,1.38,30.84,3.51,36569432230.0,32216378865.0,0.15,0.23,2.41,22.4
757,603170,宝立食品,25.09,2.41,0.59,20388.0,51431802.0,5.59,25.75,24.38,24.73,24.5,3.47,5.1,32.87,8.33,10036250900.0,1003850900.0,0.28,0.28,-10.93,-11.44
758,601519,大智慧,7.66,2.41,0.18,771600.0,596984743.0,5.61,7.97,7.55,7.6,7.48,3.77,3.85,12.79,8.15,15594765732.0,15349610496.0,0.0,0.0,2.82,33.22
759,600791,京能置业,4.26,2.4,0.1,52663.0,22309181.0,2.88,4.28,4.16,4.16,4.16,1.74,1.16,-11.26,1.54,1929268800.0,1926856345.0,0.24,0.24,-13.06,-10.88
760,301239,普瑞眼科,130.63,2.39,3.05,11143.0,143508570.34,8.54,135.0,124.1,125.62,127.58,1.18,2.98,30.09,8.76,19544736240.0,4886184060.0,-0.07,-0.67,42.97,85.03
761,003021,兆威机电,70.75,2.39,1.65,37432.0,268292194.42,8.06,74.68,69.11,69.74,69.1,2.13,6.21,107.27,4.07,12119592728.0,4264244000.0,0.81,0.93,9.5,47.18
762,600939,重庆建工,3.86,2.39,0.09,121559.0,46655644.0,3.71,3.89,3.75,3.77,3.77,1.14,0.64,31.66,0.94,7340902352.0,7340902352.0,-0.26,-0.26,3.76,10.6
763,000917,电广传媒,6.44,2.38,0.15,302241.0,192305981.71,3.5,6.48,6.26,6.33,6.29,1.86,2.13,87.37,0.89,9129062817.0,9127391727.0,0.16,0.63,17.95,24.32
764,603855,华荣股份,27.91,2.38,0.65,14002.0,38678428.0,3.12,28.0,27.15,27.48,27.26,1.19,0.41,27.38,5.0,9421271690.0,9421271690.0,0.04,0.04,11.64,20.82
765,000035,中国天楹,4.74,2.38,0.11,151861.0,71306051.08,2.81,4.76,4.63,4.64,4.63,2.44,0.62,65.14,1.15,11962704388.0,11628857082.0,0.0,0.0,-12.22,-6.51
766,603879,永悦科技,6.04,2.37,0.14,30864.0,18609101.0,4.75,6.11,5.83,5.9,5.9,2.14,0.86,-91.12,4.41,2187080618.0,2170440418.0,0.17,0.17,-6.36,-0.49
767,603398,沐邦高科,28.55,2.37,0.66,31373.0,89140652.0,3.51,28.88,27.9,27.91,27.89,1.28,0.92,72.67,13.04,9782215175.0,9782215175.0,-0.1,0.0,-7.93,1.38
768,600683,京投发展,4.76,2.37,0.11,59505.0,28188767.0,4.09,4.79,4.6,4.6,4.65,2.22,0.8,7.14,1.23,3526101362.0,3526101362.0,0.21,0.42,-7.03,3.25
769,300732,设研院,10.39,2.36,0.24,45285.0,46665121.44,4.24,10.49,10.06,10.08,10.15,1.73,1.4,20.26,1.18,3369909068.0,3350354111.0,0.29,0.1,8.12,15.06
770,002358,森源电气,4.77,2.36,0.11,101584.0,48495328.0,3.43,4.83,4.67,4.71,4.66,1.65,1.09,82.43,1.43,4434940780.0,4430635874.0,0.21,0.0,0.63,11.71
771,603139,康惠制药,16.48,2.36,0.38,11349.0,18626502.0,3.48,16.56,16.0,16.0,16.1,1.82,1.14,50.14,1.68,1646022400.0,1646022400.0,0.0,0.0,-12.99,-7.15
772,000544,中原环保,6.94,2.36,0.16,78787.0,54461371.24,3.1,6.97,6.76,6.81,6.78,2.65,0.81,10.64,0.99,6764310347.0,6764310347.0,0.0,-0.14,5.31,9.81
773,835640,富士达,16.51,2.36,0.38,1100.0,1818116.02,2.29,16.7,16.33,16.33,16.13,1.23,0.06,18.46,3.88,3099389280.0,2898048361.0,-0.24,-0.24,-6.46,2.42
774,002381,双箭股份,7.39,2.35,0.17,72308.0,53075065.38,2.77,7.41,7.21,7.21,7.22,2.74,2.25,13.99,1.52,3041534417.0,2379601623.0,-0.14,0.14,7.88,15.83
775,603218,日月股份,22.18,2.35,0.51,78077.0,173682959.0,4.38,22.6,21.65,21.65,21.67,1.19,0.81,43.48,2.35,22868023600.0,21461214714.0,-0.31,0.36,-7.85,9.26
776,603883,老百姓,35.67,2.35,0.82,35626.0,127113262.0,4.19,36.08,34.62,35.01,34.85,1.93,0.61,17.9,3.09,20863486514.0,20772228386.0,-0.11,0.08,-7.23,-11.86
777,300950,德固特,19.14,2.35,0.44,24767.0,47165375.0,4.81,19.4,18.5,18.58,18.7,1.33,4.13,35.15,4.39,2871000000.0,1148400000.0,0.1,0.1,1.54,9.94
778,300899,上海凯鑫,22.62,2.35,0.52,9458.0,21304657.0,3.3,22.83,22.1,22.1,22.1,2.66,2.97,156.91,2.18,1442782001.0,719716419.0,0.18,0.18,1.94,14.53
779,002479,富春环保,4.79,2.35,0.11,49006.0,23213306.71,2.99,4.79,4.65,4.67,4.68,1.09,0.57,62.44,1.08,4143350000.0,4125657421.0,0.21,0.21,3.68,10.37
780,002789,建艺集团,14.82,2.35,0.34,17090.0,25233706.0,2.76,14.88,14.48,14.5,14.48,2.28,1.32,56.69,13.28,2365620477.0,1913206173.0,0.07,0.07,-7.32,2.49
781,000513,丽珠集团,36.63,2.35,0.84,53982.0,196805794.15,2.93,36.77,35.72,35.78,35.79,1.68,0.89,14.72,2.4,34269294925.0,22192665316.0,0.11,-0.03,6.54,12.78
782,300466,赛摩智能,5.67,2.35,0.13,59292.0,33742217.0,5.42,5.8,5.5,5.55,5.54,1.62,1.41,102.53,3.46,3036454578.0,2381322077.0,0.0,0.0,-4.38,25.17
783,601727,上海电气,4.8,2.35,0.11,516656.0,246711286.0,4.26,4.84,4.64,4.66,4.69,1.95,0.41,50.96,1.36,74783083642.0,60745570042.0,0.0,0.0,16.5,21.83
784,600592,龙溪股份,8.3,2.34,0.19,94450.0,77817227.0,3.7,8.36,8.06,8.12,8.11,2.42,2.36,12.07,1.44,3316294639.0,3316294639.0,0.0,0.24,3.75,19.42
785,000883,湖北能源,4.37,2.34,0.1,271591.0,117687107.28,3.28,4.38,4.24,4.24,4.27,2.77,0.42,23.1,0.93,28706411949.0,28429314287.0,0.0,0.23,2.82,4.05
786,000802,北京文化,6.13,2.34,0.14,241191.0,145498341.57,4.17,6.18,5.93,5.97,5.99,1.24,3.37,-93.29,2.88,4388468563.0,4385802013.0,0.0,0.49,32.68,13.31
787,605178,时空科技,21.06,2.33,0.48,4697.0,9796425.0,4.47,21.18,20.26,20.63,20.58,1.45,0.76,-11.47,1.21,2090238696.0,1307468212.0,0.1,0.1,8.72,15.4
788,000096,广聚能源,8.34,2.33,0.19,12570.0,10372883.0,3.44,8.35,8.07,8.14,8.15,1.91,0.25,109.61,1.7,4403520000.0,4260472320.0,0.0,0.12,-1.18,3.99
789,600900,长江电力,22.39,2.33,0.51,471913.0,1042634319.0,3.11,22.4,21.72,21.88,21.88,1.65,0.21,37.91,2.73,547843394661.0,509190228160.0,0.09,0.18,7.03,6.62
790,600187,国中水务,2.64,2.33,0.06,344268.0,91511231.0,4.65,2.7,2.58,2.58,2.58,2.7,2.13,-63.24,1.35,4260382112.0,4260382112.0,0.38,0.38,-8.97,-25.42
791,001227,兰州银行,3.08,2.33,0.07,386849.0,118419449.11,3.32,3.09,2.99,3.0,3.01,2.6,1.4,8.11,0.65,17542747277.0,8525870889.0,-0.32,0.33,-16.08,-18.3
792,002015,协鑫能科,14.56,2.32,0.33,367933.0,528864852.14,4.99,14.66,13.95,14.05,14.23,1.55,2.27,18.16,2.24,23635606380.0,23635606380.0,0.28,0.21,28.62,10.98
793,600540,新赛股份,4.43,2.31,0.1,68071.0,30099023.0,4.16,4.48,4.3,4.35,4.33,3.38,1.17,220.75,3.26,2575499933.0,2575499933.0,0.23,0.0,-4.94,-2.85
