序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3417,300414,中光防雷,8.51,-0.47,-0.04,20412.0,17346393.0,1.75,8.59,8.44,8.44,8.55,0.97,0.66,95.15,2.88,2774425656.0,2648830557.0,0.0,-0.12,-10.7,16.42
3418,000553,安道麦A,8.51,-0.47,-0.04,26581.0,22652603.64,1.87,8.59,8.43,8.43,8.55,1.27,0.12,59.52,0.86,19826698129.0,18526844093.0,0.0,0.0,-11.54,-5.97
3419,000795,英洛华,6.38,-0.47,-0.03,44434.0,28399551.0,1.09,6.42,6.35,6.38,6.41,1.0,0.39,46.65,2.64,7232904577.0,7232904577.0,0.0,0.16,-15.94,-1.69
3420,600966,博汇纸业,6.36,-0.47,-0.03,46185.0,29482084.0,1.88,6.44,6.32,6.36,6.39,0.73,0.35,-4.28,1.41,8502329672.0,8502329672.0,0.47,0.32,-20.9,-28.46
3421,301101,明月镜片,65.68,-0.47,-0.31,6443.0,42121754.69,2.36,66.26,64.7,65.14,65.99,0.37,1.35,62.93,5.87,8823543152.0,3129349872.0,0.0,0.23,-2.61,4.22
3422,001287,中电港,25.41,-0.47,-0.12,115866.0,294334193.11,2.15,25.66,25.11,25.31,25.53,0.8,6.29,67.83,3.9,19309061465.0,4682394514.0,-0.16,0.04,113.89,113.89
3423,301223,中荣股份,18.95,-0.47,-0.09,3109.0,5908407.0,0.89,19.11,18.94,19.11,19.04,0.92,0.68,18.01,1.33,3659767262.0,868123529.0,0.0,-0.05,-5.58,0.8
3424,301027,华蓝集团,12.62,-0.47,-0.06,10223.0,12930477.0,1.42,12.74,12.56,12.58,12.68,0.75,1.02,-249.88,1.95,1871437468.0,1268566502.0,0.16,0.0,-13.86,-6.52
3425,688179,阿拉丁,33.64,-0.47,-0.16,6240.0,21055385.0,2.25,34.25,33.49,33.66,33.8,0.6,0.85,68.89,5.04,4753676743.0,2473665191.0,0.0,0.0,-25.06,-6.94
3426,300296,利亚德,6.3,-0.47,-0.03,144662.0,91410837.63,1.9,6.39,6.27,6.33,6.33,1.1,0.7,32.66,1.98,15935194895.0,13000734312.0,0.0,0.16,1.29,11.31
3427,300932,三友联众,14.65,-0.48,-0.07,6927.0,10211530.2,2.11,14.9,14.59,14.62,14.72,1.22,0.76,96.7,1.52,2576661309.0,1328642781.0,0.07,0.07,-11.53,2.09
3428,600095,湘财股份,8.35,-0.48,-0.04,261713.0,218663189.0,2.5,8.44,8.23,8.26,8.39,1.44,2.31,39.05,1.97,23873889232.0,9467235377.0,0.12,0.0,-17.9,10.45
3429,600812,华北制药,6.25,-0.48,-0.03,76684.0,48069430.0,1.43,6.32,6.23,6.28,6.28,0.75,0.47,494.59,2.02,10723314813.0,10192529556.0,0.16,0.16,-0.95,-2.34
3430,301118,恒光股份,26.99,-0.48,-0.13,6383.0,17278385.12,1.47,27.26,26.86,26.94,27.12,1.18,1.18,49.35,1.93,2879023300.0,1456791998.0,0.04,0.33,-16.85,-10.66
3431,002403,爱仕达,8.26,-0.48,-0.04,31200.0,25773308.0,2.77,8.38,8.15,8.18,8.3,2.11,1.02,-18.07,1.4,2813674663.0,2527035110.0,0.24,0.24,-25.65,6.58
3432,002556,辉隆股份,8.25,-0.48,-0.04,28586.0,23576393.0,0.6,8.28,8.23,8.28,8.29,1.03,0.3,12.51,1.87,7870442085.0,7778974913.0,-0.12,0.12,-9.34,-5.71
3433,002296,辉煌科技,8.25,-0.48,-0.04,40922.0,33896987.0,2.41,8.39,8.19,8.29,8.29,1.13,1.19,33.72,1.76,3214236465.0,2848571913.0,0.36,0.24,-7.72,6.04
3434,688162,巨一科技,39.02,-0.48,-0.19,6588.0,26132519.0,4.26,40.68,39.01,39.2,39.21,1.3,1.38,61.19,2.07,5359299450.0,1856764866.0,-0.05,-0.13,-19.76,-9.93
3435,833523,德瑞锂电,12.31,-0.49,-0.06,326.0,398294.79,2.59,12.47,12.15,12.47,12.37,0.35,0.07,47.81,2.29,959246040.0,555172888.0,0.0,0.0,-12.45,3.45
3436,300841,康华生物,85.84,-0.49,-0.42,2258.0,19414447.0,1.68,86.66,85.21,85.38,86.26,0.4,0.25,27.47,3.63,11558394542.0,7871247217.0,0.0,-0.01,-15.31,1.44
3437,002553,南方精工,10.21,-0.49,-0.05,21568.0,22190004.0,2.05,10.39,10.18,10.22,10.26,0.73,0.92,-32.78,3.07,3553080000.0,2392143455.0,-0.1,0.0,-25.8,-9.65
3438,430564,天润科技,6.11,-0.49,-0.03,374.0,228311.11,0.33,6.11,6.09,6.11,6.14,0.25,0.19,-17.44,1.45,451559660.0,119406349.0,0.0,0.0,-10.41,-3.02
3439,002084,海鸥住工,4.07,-0.49,-0.02,48256.0,19630331.14,1.96,4.1,4.02,4.03,4.09,1.29,0.75,-22.8,1.44,2648998771.0,2634963560.0,0.25,0.25,-15.38,-8.33
3440,301069,凯盛新材,24.38,-0.49,-0.12,8446.0,20672983.28,1.22,24.65,24.35,24.38,24.5,0.98,0.6,50.6,6.99,10255203200.0,3423927200.0,0.0,0.0,-23.02,-11.6
3441,002158,汉钟精机,24.38,-0.49,-0.12,39183.0,96281095.45,3.02,24.82,24.08,24.49,24.5,1.19,0.73,27.98,4.12,13036574509.0,13002532910.0,0.0,0.0,-7.55,1.8
3442,600299,安迪苏,8.11,-0.49,-0.04,46861.0,38115159.0,1.84,8.2,8.05,8.12,8.15,0.99,0.17,3654.9,1.45,21750219324.0,21750219324.0,-0.12,-0.25,-8.57,-1.82
3443,300432,富临精工,10.13,-0.49,-0.05,82873.0,84855215.21,2.16,10.34,10.12,10.18,10.18,0.67,0.7,-5.91,2.89,12350736750.0,12039178682.0,0.0,-0.1,-34.9,-29.8
3444,002451,摩恩电气,6.07,-0.49,-0.03,17833.0,10901849.2,1.97,6.17,6.05,6.1,6.1,1.04,0.41,102.22,3.5,2665944000.0,2665634430.0,0.17,0.17,-8.45,5.2
3445,605018,长华集团,10.1,-0.49,-0.05,20834.0,21482671.0,5.32,10.56,10.02,10.06,10.15,2.13,2.23,2935.3,1.82,4762204065.0,944212165.0,0.1,0.0,-10.46,-1.37
3446,603818,曲美家居,6.05,-0.49,-0.03,27455.0,16630282.0,3.13,6.12,5.93,6.0,6.08,1.29,0.47,-9.24,1.76,3553833803.0,3511393053.0,0.17,0.0,-16.32,-3.97
3447,002813,路畅科技,30.2,-0.49,-0.15,3050.0,9236450.3,2.14,30.65,30.0,30.65,30.35,0.92,0.26,-190.42,9.37,3624000000.0,3564049557.0,0.1,0.07,6.53,21.04
3448,688036,传音控股,108.46,-0.5,-0.54,59293.0,652726915.0,8.34,115.09,106.0,112.58,109.0,0.97,0.74,41.59,5.33,87196454961.0,87196454961.0,0.4,0.49,19.73,36.39
3449,832419,路斯股份,6.02,-0.5,-0.03,550.0,329999.88,1.32,6.06,5.98,6.01,6.05,0.61,0.11,11.62,1.45,622747328.0,297598995.0,0.0,0.0,0.0,1.86
3450,870299,灿能电力,4.01,-0.5,-0.02,280.0,111217.34,1.49,4.01,3.95,3.96,4.03,0.46,0.1,35.42,1.3,361338197.0,108823597.0,0.0,0.75,-10.49,-7.39
3451,000968,蓝焰控股,8.01,-0.5,-0.04,36067.0,28864763.25,2.86,8.09,7.86,8.01,8.05,1.34,0.37,8.2,1.43,7749696307.0,7749696307.0,0.13,0.13,-10.5,-7.83
3452,870436,大地电气,6.0,-0.5,-0.03,108.0,64802.8,3.15,6.1,5.91,5.91,6.03,0.2,0.02,-36.89,1.31,566856000.0,268078500.0,0.0,0.0,-17.81,-12.02
3453,600929,雪天盐业,8.0,-0.5,-0.04,36646.0,29404347.0,1.12,8.08,7.99,8.08,8.04,1.0,0.34,14.3,1.84,11795843920.0,8513991936.0,0.0,-0.12,-4.65,-0.12
3454,300902,国安达,33.98,-0.5,-0.17,3507.0,11975110.0,1.7,34.39,33.81,34.18,34.15,0.48,0.66,-193.53,5.0,4448327780.0,1803165690.0,0.0,0.21,-7.64,22.85
3455,601995,中金公司,41.87,-0.5,-0.21,83010.0,347984102.0,2.31,42.45,41.48,41.54,42.08,1.49,0.89,22.38,2.38,202117245063.0,38923243035.0,0.02,-0.05,2.37,9.81
3456,600655,豫园股份,7.96,-0.5,-0.04,122726.0,98628230.0,2.75,8.16,7.94,8.03,8.0,2.8,0.32,23.11,0.86,31043450075.0,30944696731.0,0.0,0.13,1.27,4.6
3457,301319,唯特偶,55.64,-0.5,-0.28,3231.0,17927489.7,2.54,56.28,54.86,54.86,55.92,0.64,2.2,30.11,2.96,3262729600.0,815682400.0,0.22,0.47,-19.88,-4.32
3458,830946,森萱医药,7.92,-0.5,-0.04,5922.0,4687678.16,1.88,8.04,7.89,8.04,7.96,0.72,0.14,18.62,2.99,3381193253.0,3379708253.0,-0.25,-0.75,-14.75,-11.8
3459,600765,中航重机,25.72,-0.5,-0.13,77482.0,200835923.0,2.63,26.2,25.52,25.54,25.85,0.7,0.53,34.98,3.54,37861102595.0,37719352293.0,0.08,-0.08,-19.32,-17.27
3460,600624,复旦复华,5.93,-0.5,-0.03,32323.0,19225335.0,2.85,6.01,5.84,5.9,5.96,1.17,0.47,1164.59,4.62,4060342219.0,4060342219.0,0.17,0.0,-2.95,3.67
3461,688772,珠海冠宇,17.72,-0.51,-0.09,23933.0,42796001.0,2.08,18.07,17.7,17.81,17.81,0.53,0.31,-35.54,3.26,19879283837.0,13639146676.0,-0.06,0.06,-20.64,-4.94
3462,002192,融捷股份,70.14,-0.51,-0.36,52896.0,377881785.82,3.39,72.39,70.0,70.8,70.5,0.89,2.04,73.33,5.77,18212215938.0,18174692792.0,0.0,0.11,-38.41,-28.36
3463,300955,嘉亨家化,21.42,-0.51,-0.11,3945.0,8517561.0,2.37,21.87,21.36,21.7,21.53,1.18,0.88,99.21,2.17,2159136000.0,960939499.0,0.09,-0.14,-20.22,-11.71
3464,600449,宁夏建材,15.49,-0.51,-0.08,58425.0,90388425.0,3.6,15.71,15.15,15.18,15.57,1.15,1.22,286.53,1.05,7407024341.0,7407024341.0,0.0,-0.06,24.32,30.5
3465,300968,格林精密,7.74,-0.51,-0.04,21011.0,16318756.0,1.93,7.85,7.7,7.79,7.78,0.67,1.21,-72.84,1.67,3199561200.0,1339993290.0,0.26,0.13,-12.84,-3.49
3466,002910,庄园牧场,11.6,-0.51,-0.06,31401.0,36195833.0,2.83,11.67,11.34,11.35,11.66,1.36,1.84,90.16,1.67,2281704816.0,1984318620.0,0.26,0.09,-7.72,-23.43
3467,002629,仁智股份,3.86,-0.52,-0.02,40975.0,15819616.0,2.06,3.9,3.82,3.83,3.88,0.95,1.19,-33.7,52.8,1685461280.0,1330135959.0,0.0,0.0,-12.47,-4.93
3468,002310,东方园林,1.93,-0.52,-0.01,137167.0,26487646.67,2.58,1.95,1.9,1.9,1.94,1.21,0.53,-2.46,1.18,5182941668.0,5028347959.0,0.0,-0.52,-7.21,-8.1
3469,000901,航天科技,9.65,-0.52,-0.05,70371.0,68149442.03,1.65,9.76,9.6,9.62,9.7,1.46,0.88,983.72,1.8,7702643568.0,7702643568.0,0.0,0.0,1.9,18.26
3470,600523,贵航股份,13.48,-0.52,-0.07,21956.0,29780950.0,1.92,13.68,13.42,13.49,13.55,0.96,0.54,40.98,1.91,5450116594.0,5446521478.0,-0.07,0.0,-21.58,-31.01
3471,300699,光威复材,51.86,-0.52,-0.27,23568.0,122867024.28,1.92,52.68,51.68,52.21,52.13,1.02,0.46,39.2,5.72,26881631000.0,26434521877.0,-0.12,0.17,-27.43,-28.22
3472,600699,均胜电子,15.32,-0.52,-0.08,121268.0,186848785.0,2.01,15.58,15.27,15.41,15.4,0.85,0.89,26.17,1.71,20959056440.0,20959056440.0,0.07,0.0,-5.08,9.04
3473,600519,贵州茅台,1751.37,-0.52,-9.15,14619.0,2575740299.0,1.56,1777.67,1750.17,1769.0,1760.52,1.28,0.12,26.45,10.08,2200067140986.0,2200067140986.0,-0.01,-0.11,-3.67,1.41
3474,002151,北斗星通,32.42,-0.52,-0.17,28413.0,92559809.71,2.39,32.88,32.1,32.35,32.59,0.69,0.73,206.02,3.81,16624481822.0,12647790448.0,-0.03,-0.03,7.89,15.46
3475,300568,星源材质,17.14,-0.52,-0.09,69030.0,119116961.56,2.32,17.48,17.08,17.12,17.23,0.62,0.6,30.02,2.55,21968801123.0,19693988173.0,0.0,0.12,-27.98,-19.38
3476,301301,川宁生物,9.51,-0.52,-0.05,61896.0,59066665.53,1.46,9.61,9.47,9.5,9.56,0.74,2.96,30.12,3.31,21138828000.0,1989566130.0,0.0,0.0,3.48,6.26
3477,603018,华设集团,9.48,-0.52,-0.05,92170.0,87375170.0,2.52,9.61,9.37,9.47,9.53,1.07,1.38,17.05,1.44,6482243425.0,6338526625.0,0.0,0.11,19.55,25.07
3478,002427,*ST尤夫,7.58,-0.52,-0.04,37655.0,28804670.29,2.76,7.75,7.54,7.57,7.62,1.02,0.38,-214.73,7.18,7469580450.0,7457717249.0,0.26,0.26,8.91,13.98
3479,002886,沃特股份,16.93,-0.53,-0.09,17513.0,29716974.0,2.35,17.19,16.79,17.0,17.02,1.21,1.02,186.63,3.27,3835889846.0,2907992082.0,0.24,0.53,-7.39,2.11
3480,837663,明阳科技,11.26,-0.53,-0.06,2154.0,2405267.5,2.21,11.34,11.09,11.3,11.32,1.31,1.66,11.59,1.76,581016000.0,146063481.0,0.0,-0.35,-31.88,-31.88
3481,603505,金石资源,35.59,-0.53,-0.19,15317.0,55054541.0,2.74,36.34,35.36,35.55,35.78,0.8,0.35,111.8,11.15,15475463106.0,15424900677.0,-0.06,-0.08,-17.54,-10.17
3482,601065,江盐集团,11.23,-0.53,-0.06,55600.0,62646202.0,1.86,11.34,11.13,11.23,11.29,1.11,3.58,12.91,1.9,7218375367.0,1742860682.0,0.0,0.0,8.4,8.4
3483,300482,万孚生物,29.94,-0.53,-0.16,38259.0,115945516.72,2.92,30.77,29.89,30.07,30.1,1.36,1.15,16.34,2.99,13308774908.0,9953176714.0,0.07,0.17,-8.22,-6.06
3484,002510,天汽模,3.74,-0.53,-0.02,57251.0,21444833.72,1.6,3.78,3.72,3.75,3.76,1.19,0.61,291.31,1.79,3521755150.0,3483246008.0,0.54,0.27,-13.23,-3.86
3485,300061,旗天科技,7.47,-0.53,-0.04,135784.0,101953164.2,3.46,7.64,7.38,7.42,7.51,0.87,2.4,770.84,4.01,4922682767.0,4234884833.0,0.27,0.67,-2.23,11.66
3486,000981,山子股份,1.86,-0.53,-0.01,517114.0,96579262.85,3.74,1.91,1.84,1.9,1.87,2.6,0.93,-23.59,4.22,18595295852.0,10378696872.0,0.0,0.0,-1.06,0.54
3487,300193,佳士科技,7.42,-0.54,-0.04,22960.0,17162410.48,1.74,7.53,7.4,7.43,7.46,1.12,0.53,33.35,1.71,3615562722.0,3207182839.0,0.0,-0.13,-8.17,1.92
3488,688768,容知日新,131.64,-0.54,-0.71,1921.0,25051557.0,3.51,133.67,129.02,132.35,132.35,0.65,0.59,-91.41,9.66,7222493235.0,4300938526.0,0.62,0.7,-0.17,16.54
3489,001360,南矿集团,18.52,-0.54,-0.1,26584.0,49494314.22,1.77,18.81,18.48,18.51,18.62,0.97,5.32,64.04,2.93,3778080000.0,925546445.0,0.16,0.11,20.42,20.42
3490,605296,神农集团,24.07,-0.54,-0.13,3944.0,9504876.0,0.79,24.2,24.01,24.18,24.2,0.72,0.6,-29.8,2.75,12620009700.0,1590708289.0,-0.04,-0.08,-10.98,-3.84
3491,000628,高新发展,14.74,-0.54,-0.08,14802.0,21771510.0,1.42,14.83,14.62,14.79,14.82,0.96,0.77,41.27,2.93,5192607200.0,2831171350.0,0.0,0.07,7.04,32.08
3492,002538,司尔特,7.35,-0.54,-0.04,34452.0,25264294.61,1.49,7.38,7.27,7.36,7.39,1.49,0.41,17.13,1.15,6273634858.0,6129361524.0,0.0,0.0,-13.02,-8.24
3493,300120,经纬辉开,7.32,-0.54,-0.04,71601.0,52587174.0,3.4,7.5,7.25,7.31,7.36,0.7,1.77,52.22,1.28,4204563560.0,2956541368.0,0.0,0.14,8.61,21.19
3494,301163,宏德股份,27.43,-0.54,-0.15,2475.0,6853800.0,2.14,27.93,27.34,27.46,27.58,1.14,0.73,33.41,2.04,2238288000.0,933370924.0,0.0,0.0,-9.59,4.34
3495,301289,国缆检测,45.65,-0.54,-0.25,3083.0,14109030.0,1.61,46.27,45.53,45.8,45.9,0.68,2.06,45.17,3.0,2739000000.0,684750000.0,0.04,-0.07,-3.43,7.82
3496,688597,煜邦电力,12.71,-0.55,-0.07,8766.0,11259757.0,2.58,13.01,12.68,12.8,12.78,1.16,0.68,-109.89,2.6,2242971576.0,1636288692.0,-0.08,0.0,-17.95,-15.49
3497,300822,贝仕达克,16.33,-0.55,-0.09,4984.0,8196114.0,2.44,16.6,16.2,16.2,16.42,1.07,0.34,55.1,2.1,2612881650.0,2420431179.0,-0.06,-0.49,-0.18,13.17
3498,002006,精工科技,19.93,-0.55,-0.11,42439.0,85400035.57,3.64,20.49,19.76,20.01,20.04,1.5,0.93,47.35,6.47,9071338800.0,9071338800.0,0.25,0.76,-32.21,-20.28
3499,836807,奔朗新材,5.43,-0.55,-0.03,287.0,156202.36,1.1,5.48,5.42,5.42,5.46,0.5,0.04,19.25,1.03,987608400.0,386517239.0,0.0,0.0,-12.7,-5.07
3500,300780,德恩精工,12.62,-0.55,-0.07,18703.0,23732617.73,1.73,12.8,12.58,12.69,12.69,0.86,2.17,61.67,1.51,1850975400.0,1089366931.0,0.0,0.0,-19.21,-9.21
3501,301290,东星医疗,32.37,-0.55,-0.18,1607.0,5220308.38,1.78,32.75,32.17,32.2,32.55,0.5,0.71,45.06,1.47,3242610822.0,732582820.0,0.06,0.06,-20.8,-13.52
3502,603037,凯众股份,16.16,-0.55,-0.09,10872.0,17773872.0,2.77,16.59,16.14,16.31,16.25,1.91,1.04,51.91,1.94,1695205816.0,1695205816.0,-0.19,0.0,-9.77,0.5
3503,000985,大庆华科,16.16,-0.55,-0.09,7037.0,11477053.0,1.91,16.45,16.14,16.25,16.25,1.34,0.54,230.4,3.46,2094974320.0,2094974320.0,0.0,0.0,-12.93,-7.23
3504,300991,创益通,12.56,-0.55,-0.07,29456.0,37634879.6,4.43,13.1,12.54,12.6,12.63,0.91,4.51,-52.8,2.89,1808640000.0,821122560.0,0.08,0.0,-10.92,-6.69
3505,002524,光正眼科,7.17,-0.55,-0.04,49670.0,35608029.0,1.39,7.22,7.12,7.15,7.21,0.62,0.98,-117.69,13.91,3695177231.0,3651701219.0,0.14,0.0,-2.58,0.42
3506,000682,东方电子,8.94,-0.56,-0.05,128876.0,115437958.6,2.11,9.07,8.88,8.96,8.99,0.62,0.96,39.02,2.84,11986099443.0,11984922939.0,-0.33,0.0,4.93,11.19
3507,002960,青鸟消防,25.03,-0.56,-0.14,18912.0,47873080.01,2.42,25.62,25.01,25.26,25.17,1.32,0.43,45.69,2.4,14142426171.0,10999934450.0,0.04,0.0,-21.78,-10.58
3508,002806,华锋股份,10.7,-0.56,-0.06,19534.0,21102097.0,2.51,10.95,10.68,10.7,10.76,1.37,1.31,-37.23,1.78,2026521460.0,1595608546.0,0.0,-0.19,-15.95,5.21
3509,605388,均瑶健康,14.25,-0.56,-0.08,18180.0,25978326.0,2.65,14.55,14.17,14.32,14.33,0.78,1.29,64.05,3.15,6127500000.0,2007230533.0,0.28,0.21,-2.73,-5.25
3510,002176,江特电机,12.46,-0.56,-0.07,214651.0,271288537.86,2.79,12.8,12.45,12.54,12.53,1.01,1.26,104.94,4.93,21260816739.0,21256998185.0,-0.08,0.0,-35.44,-28.6
3511,002541,鸿路钢构,32.03,-0.56,-0.18,17477.0,55521513.1,2.08,32.18,31.51,31.83,32.21,1.2,0.35,27.5,2.7,22101058416.0,15880995897.0,0.25,0.22,-4.33,9.35
3512,601696,中银证券,10.67,-0.56,-0.06,173758.0,185552571.0,1.68,10.75,10.57,10.6,10.73,1.87,0.63,29.33,1.78,29641260000.0,29641260000.0,0.0,0.09,-5.91,0.95
3513,301408,华人健康,17.78,-0.56,-0.1,15702.0,28036841.8,1.9,18.05,17.71,17.87,17.88,0.78,2.79,60.31,3.83,7112177800.0,1001833445.0,-0.06,0.06,9.48,9.48
3514,831167,鑫汇科,8.84,-0.56,-0.05,110.0,96890.37,1.35,8.88,8.76,8.79,8.89,0.58,0.05,27.18,1.7,441849198.0,178676670.0,0.0,0.0,-9.43,-0.45
3515,000807,云铝股份,14.14,-0.56,-0.08,187079.0,262416224.33,4.15,14.32,13.73,14.1,14.22,0.94,0.55,13.86,2.11,49036917707.0,48523812542.0,-0.21,-0.21,4.43,27.16
3516,300850,新强联,40.54,-0.56,-0.23,26555.0,108847950.41,4.02,41.69,40.05,40.05,40.77,1.0,1.34,75.38,3.57,13366394590.0,8063591106.0,0.17,0.22,-34.25,-23.91
3517,002906,华阳集团,28.16,-0.56,-0.16,21338.0,60460258.38,2.12,28.69,28.09,28.38,28.32,0.82,0.45,43.25,3.14,13412993229.0,13379114271.0,0.07,0.21,-27.79,-15.23
3518,002793,罗欣药业,7.04,-0.56,-0.04,29081.0,20555210.6,1.98,7.15,7.01,7.06,7.08,0.84,0.28,-21.21,2.49,7656622941.0,7350151896.0,0.14,0.0,-15.79,-8.21
3519,002259,ST升达,3.51,-0.57,-0.02,10834.0,3802918.51,0.85,3.53,3.5,3.53,3.53,0.72,0.14,142.68,10.65,2640672217.0,2640672217.0,0.0,0.0,-2.77,7.01
3520,000789,万年青,8.77,-0.57,-0.05,31599.0,27733873.54,1.36,8.85,8.73,8.82,8.82,1.48,0.4,18.99,1.01,6993220670.0,6993054856.0,0.0,0.0,-2.56,2.69
3521,605399,晨光新材,26.25,-0.57,-0.15,8851.0,23419781.0,1.63,26.68,26.25,26.4,26.4,0.98,1.04,38.76,2.82,6306641250.0,2231837790.0,-0.04,-0.08,-30.48,-18.73
3522,603063,禾望电气,27.99,-0.57,-0.16,29202.0,82535890.0,3.59,28.81,27.8,27.84,28.15,0.83,0.66,39.5,3.51,12398071331.0,12398071331.0,0.11,0.36,-11.68,0.39
3523,300131,英唐智控,5.23,-0.57,-0.03,123291.0,64827950.3,1.71,5.31,5.22,5.26,5.26,1.01,1.2,63.6,3.11,5949632755.0,5378159054.0,0.0,0.0,-4.91,8.28
3524,002467,二六三,5.23,-0.57,-0.03,169906.0,88802095.62,1.52,5.27,5.19,5.22,5.26,1.08,1.25,91.34,3.18,7246227096.0,7104890274.0,0.19,0.0,-21.71,5.23
3525,002226,江南化工,5.22,-0.57,-0.03,51475.0,26907574.2,1.52,5.27,5.19,5.21,5.25,1.47,0.29,30.96,1.56,13827377303.0,9307363648.0,0.19,0.19,-5.09,6.53
3526,300777,中简科技,52.12,-0.57,-0.3,24004.0,125916690.71,1.58,52.91,52.08,52.31,52.42,0.91,0.59,38.6,5.67,22910637898.0,21041351492.0,-0.06,-0.1,-8.88,6.04
3527,300659,中孚信息,24.23,-0.57,-0.14,28348.0,68664791.0,3.82,24.83,23.9,24.4,24.37,0.88,1.84,-11.89,5.12,5485182481.0,3727519285.0,0.08,0.08,-18.44,-9.15
3528,600213,亚星客车,8.6,-0.58,-0.05,29201.0,25414989.0,2.54,8.81,8.59,8.67,8.65,1.41,1.33,-19.29,19.34,2459600000.0,1892000000.0,0.12,0.0,-19.63,-29.1
3529,301303,真兰仪表,22.34,-0.58,-0.13,9172.0,20499551.0,0.89,22.45,22.25,22.25,22.47,0.93,1.32,32.94,2.27,6523280000.0,1546770173.0,-0.22,-0.22,-16.64,-16.64
3530,002056,横店东磁,18.89,-0.58,-0.11,91320.0,173502657.44,1.89,19.18,18.82,19.0,19.0,1.1,0.57,13.18,3.95,30728591078.0,30300000326.0,-0.26,-0.05,-13.67,0.8
3531,603131,上海沪工,12.01,-0.58,-0.07,16150.0,19512033.0,2.24,12.23,11.96,12.07,12.08,0.83,0.51,137.01,3.05,3818999262.0,3818999262.0,0.0,0.0,-0.5,9.38
3532,300157,恒泰艾普,3.43,-0.58,-0.02,54270.0,18525037.82,2.32,3.44,3.36,3.4,3.45,0.79,0.78,-16.99,194.47,2442548472.0,2393667885.0,0.0,0.29,-3.38,7.19
3533,688789,宏华数科,140.09,-0.58,-0.82,1874.0,26097708.0,2.66,141.0,137.25,138.68,140.91,0.84,0.46,45.37,4.25,11635888568.0,5745617078.0,0.04,0.31,-26.54,-18.85
3534,600360,华微电子,6.83,-0.58,-0.04,98526.0,67528508.0,1.31,6.91,6.82,6.85,6.87,1.21,1.03,314.46,2.02,6558816926.0,6558816926.0,0.0,0.15,-4.34,3.64
3535,000960,锡业股份,15.33,-0.58,-0.09,168851.0,260023157.16,2.92,15.58,15.13,15.19,15.42,1.07,1.03,23.6,1.5,25230143924.0,25230143924.0,-0.2,-0.13,-0.78,8.72
3536,002352,顺丰控股,56.12,-0.58,-0.33,74634.0,419229322.54,1.79,56.66,55.65,56.44,56.45,0.76,0.15,39.93,3.14,274718757173.0,271691064373.0,0.0,-0.02,-2.76,-2.84
3537,300969,恒帅股份,59.5,-0.58,-0.35,6827.0,41120346.64,5.75,62.13,58.69,59.18,59.85,1.63,3.41,29.13,4.99,4760000000.0,1190000000.0,0.13,0.34,-25.72,-9.92
3538,300530,达志科技,22.07,-0.59,-0.13,1735.0,3833099.92,3.06,22.6,21.92,22.08,22.2,0.69,0.15,-21.16,11.02,3789424606.0,2604451634.0,0.0,0.0,-15.83,-8.23
3539,000655,金岭矿业,6.79,-0.59,-0.04,17848.0,12145476.2,1.46,6.85,6.75,6.85,6.83,0.68,0.3,61.51,1.31,4042360162.0,4042360162.0,-0.15,0.0,-12.72,2.57
3540,001328,登康口腔,32.24,-0.59,-0.19,32673.0,105981989.12,3.52,33.0,31.86,32.39,32.43,0.99,7.75,42.99,2.49,5550883312.0,1359865371.0,0.09,0.03,55.9,55.9
3541,002326,永太科技,16.96,-0.59,-0.1,76094.0,130164339.1,2.7,17.35,16.89,17.02,17.06,0.81,1.18,146.89,4.3,14866564363.0,10978482769.0,0.18,0.12,-29.36,-22.31
3542,603043,广州酒家,30.51,-0.59,-0.18,24209.0,73843601.0,2.25,30.84,30.15,30.53,30.69,1.09,0.43,62.65,5.09,17353197261.0,17353197261.0,0.0,0.0,19.27,18.16
3543,002717,岭南股份,3.39,-0.59,-0.02,328237.0,111573217.37,2.64,3.45,3.36,3.4,3.41,1.28,2.26,-28.17,1.8,5693280077.0,4914409027.0,0.59,0.3,-8.38,18.95
3544,002190,成飞集成,21.96,-0.59,-0.13,19145.0,42437814.53,1.9,22.38,21.96,22.04,22.09,1.12,0.53,778.27,2.43,7877696372.0,7877696372.0,-0.36,-0.27,-30.26,-15.7
3545,300758,七彩化学,10.13,-0.59,-0.06,19623.0,20066811.4,2.45,10.35,10.1,10.19,10.19,1.11,0.62,-70.17,2.64,4155704558.0,3198785119.0,-0.1,-0.2,-28.91,-14.87
3546,833266,生物谷,6.75,-0.59,-0.04,1196.0,806880.83,2.06,6.86,6.72,6.78,6.79,1.94,0.12,125.17,0.85,864000000.0,663689700.0,0.0,0.0,-10.83,-0.74
3547,600660,福耀玻璃,33.75,-0.59,-0.2,41216.0,138920311.0,1.03,33.94,33.59,33.85,33.95,0.94,0.21,24.08,2.95,88078844205.0,67600788705.0,0.09,0.18,-14.45,-3.76
3548,300942,易瑞生物,13.5,-0.59,-0.08,13957.0,19029775.84,2.28,13.77,13.46,13.5,13.58,0.96,1.34,-48.21,5.75,5411610000.0,1406751881.0,-0.15,0.0,-22.41,-21.24
